# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00000191	A1	264376008	264377184	-	1177	799
NChap2_final_00000192	A1	264379162	264380142	+	981	687
NChap2_final_00003165	A1	264391016	264392432	-	1417	439
NChap2_final_00003164	A1	264441541	264443787	+	2247	699
NChap2_final_00003163	A1	264449900	264458087	-	8188	1931
NChap2_final_00003162	A1	264476490	264481546	+	5057	1271
NChap2_final_00003161	A1	264496947	264500051	-	3105	837
NChap2_final_00003160	A1	264501041	264502159	-	1119	268
NChap2_final_00003159	A1	264534274	264537093	+	2820	700
NChap2_final_00010863	A1	264672873	264675008	+	2136	189
NChap2_final_00003158	A1	264683049	264684526	-	1478	435
NChap2_final_00003157	A1	264717661	264719129	-	1469	417
NChap2_final_00011802	A1	264747845	264749346	+	1502	175
NChap2_final_00003155	A1	264910067	264912314	-	2248	1122
NChap2_final_00003154	A1	264957749	264967443	-	9695	1537
NChap2_final_00023760	A1	265028558	265029469	-	912	1
NChap2_final_00003153	A1	265051229	265052724	-	1496	335
NChap2_final_00003152	A1	265058157	265061344	+	3188	941
NChap2_final_00003151	A1	265137331	265140133	+	2803	707
NChap2_final_00003150	A1	265149512	265150656	-	1145	401
NChap2_final_00003149	A1	265188206	265190640	-	2435	191
NChap2_final_00003148	A1	265192970	265196189	+	3220	965
NChap2_final_00003147	A1	265359075	265359549	+	475	230
NChap2_final_00003146	A1	265390224	265395907	+	5684	1729
NChap2_final_00003197	A1	265447751	265449724	-	1974	273
NChap2_final_00003144	A1	265453178	265458086	-	4909	1043
NChap2_final_00003143	A1	265457002	265461676	+	4675	1045
NChap2_final_00003142	A1	265462440	265469506	+	7067	2140
NChap2_final_00003141	A1	265470454	265472858	-	2405	790
NChap2_final_00003140	A1	265474976	265475793	-	818	320
NChap2_final_00003139	A1	265502111	265503367	-	1257	489
NChap2_final_00003138	A1	265555126	265555710	-	585	198
NChap2_final_00003137	A1	265559903	265563155	+	3253	831
NChap2_final_00003136	A1	265610840	265611873	-	1034	346
NChap2_final_00003135	A1	265732694	265735705	-	3012	829
NChap2_final_00003134	A1	265737774	265739197	-	1424	469
NChap2_final_00007793	A1	265741359	265742303	-	945	326
NChap2_final_00018846	A1	265788457	265791600	-	3144	197
NChap2_final_00003131	A1	265869247	265872667	-	3421	920
NChap2_final_00018847	A1	266024898	266025748	+	851	14
NChap2_final_00003128	A1	266101066	266106603	-	5538	1655
NChap2_final_00012002	A1	266186349	266186996	+	648	125
NChap2_final_00003127	A1	266190094	266191249	+	1156	366
NChap2_final_00003126	A1	266232758	266238831	-	6074	1652
NChap2_final_00003125	A1	266377637	266380837	-	3201	960
NChap2_final_00003124	A1	266437266	266439853	+	2588	667
NChap2_final_00016817	A1	266464929	266465863	-	935	244
NChap2_final_00003123	A1	266491926	266496619	-	4694	1343
NChap2_final_00003122	A1	266526511	266530476	-	3966	973
NChap2_final_00003121	A1	266545659	266551795	+	6137	1864
NChap2_final_00003119	A1	266676565	266679823	-	3259	892
NChap2_final_00003118	A1	266683290	266684287	+	998	363
NChap2_final_00003117	A1	266785254	266788777	-	3524	922
NChap2_final_00003116	A1	266796520	266799183	-	2664	771
NChap2_final_00003115	A1	266800331	266809604	-	9274	2652
NChap2_final_00027850	A1	266892889	266895347	-	2459	428
NChap2_final_00003114	A1	266924156	266927508	-	3353	912
NChap2_final_00003113	A1	266934760	266959996	+	25237	7073
NChap2_final_00003112	A1	266964694	266969505	-	4812	2080
NChap2_final_00003111	A1	266985951	266987790	+	1840	494
NChap2_final_00026544	A1	267010866	267012626	+	1761	343
NChap2_final_00013262	A1	267058368	267060275	-	1908	297
NChap2_final_00003110	A1	267086530	267099365	-	12836	2002
NChap2_final_00003109	A1	267101773	267102432	-	660	181
NChap2_final_00003105	A1	267139544	267140200	+	657	0
NChap2_final_00003106	A1	267140323	267140912	+	590	186
NChap2_final_00003107	A1	267164686	267170701	+	6016	1633
NChap2_final_00003108	A1	267229946	267230602	-	657	13
NChap2_final_00007817	A1	267240403	267242995	+	2593	528
NChap2_final_00003103	A1	267271907	267273068	-	1162	337
NChap2_final_00003102	A1	267288011	267288843	-	833	250
NChap2_final_00019131	A1	267329033	267331374	-	2342	59
NChap2_final_00008221	A1	267341234	267342104	-	871	28
NChap2_final_00003101	A1	267342760	267346039	+	3280	875
NChap2_final_00003100	A1	267415924	267417795	-	1872	372
NChap2_final_00003099	A1	267449298	267451271	-	1974	408
NChap2_final_00003098	A1	267487482	267490415	-	2934	800
NChap2_final_00003097	A1	267527142	267530521	+	3380	994
NChap2_final_00003096	A1	267556389	267558551	-	2163	686
NChap2_final_00003095	A1	267558773	267562065	+	3293	979
NChap2_final_00003094	A1	267612839	267617420	-	4582	1507
NChap2_final_00003093	A1	267634211	267638967	+	4757	1309
NChap2_final_00003092	A1	267670169	267687850	-	17682	4790
NChap2_final_00003091	A1	267732147	267733215	+	1069	325
NChap2_final_00003090	A1	267734546	267736571	+	2026	529
NChap2_final_00003088	A1	267741084	267743491	+	2408	709
NChap2_final_00003087	A1	267748642	267749869	-	1228	134
NChap2_final_00003086	A1	267845086	267845838	+	753	241
NChap2_final_00003085	A1	267846191	267849031	+	2841	359
NChap2_final_00003083	A1	267849120	267850547	-	1428	325
NChap2_final_00003082	A1	267892085	267894154	+	2070	585
NChap2_final_00013056	A1	268050715	268053504	-	2790	52
NChap2_final_00012622	A1	268150752	268154211	+	3460	1573
NChap2_final_00003076	A1	268215085	268216314	+	1230	345
NChap2_final_00003075	A1	268243207	268244941	-	1735	871
NChap2_final_00003073	A1	268248408	268252207	-	3800	617
NChap2_final_00003074	A1	268249831	268251583	+	1753	0
NChap2_final_00003072	A1	268396958	268399492	+	2535	842
NChap2_final_00003069	A1	268508410	268513747	+	5338	1589
NChap2_final_00003068	A1	268516142	268520109	-	3968	1134
NChap2_final_00011420	A1	268528787	268534839	+	6053	350
NChap2_final_00003067	A1	268564359	268565945	-	1587	329
NChap2_final_00005819	A1	268594981	268602082	+	7102	182
NChap2_final_00003066	A1	268648478	268649896	+	1419	447
NChap2_final_00003065	A1	268651371	268653997	+	2627	765
NChap2_final_00003064	A1	268657591	268661622	-	4032	1145
NChap2_final_00003063	A1	268694540	268699208	-	4669	1313
NChap2_final_00011384	A1	268755533	268761625	+	6093	844
NChap2_final_00003062	A1	268777372	268778271	-	900	305
NChap2_final_00003061	A1	268811499	268812495	+	997	426
NChap2_final_00003060	A1	268889163	268893772	-	4610	1322
NChap2_final_00003059	A1	268927390	268930140	-	2751	760
NChap2_final_00003057	A1	269019837	269022165	-	2329	759
NChap2_final_00003056	A1	269036420	269037217	-	798	0
NChap2_final_00003055	A1	269108500	269110176	-	1677	556
NChap2_final_00018277	A1	269119520	269120689	+	1170	42
NChap2_final_00003053	A1	269237754	269241642	-	3889	1007
NChap2_final_00003052	A1	269302196	269304655	+	2460	279
NChap2_final_00003050	A1	269486206	269486520	-	315	142
NChap2_final_00003049	A1	269513608	269516140	-	2533	670
NChap2_final_00003048	A1	269536627	269540721	+	4095	1119
NChap2_final_00022475	A1	269549231	269556394	+	7164	136
NChap2_final_00022601	A1	269588481	269590558	-	2078	725
NChap2_final_00023591	A1	269666716	269668767	+	2052	16
NChap2_final_00003047	A1	269685103	269688170	-	3068	963
NChap2_final_00003045	A1	269740633	269741148	+	516	184
NChap2_final_00003044	A1	269783435	269789742	+	6308	1810
NChap2_final_00003043	A1	269824719	269828059	+	3341	937
NChap2_final_00003042	A1	269829838	269835248	-	5411	1403
NChap2_final_00011341	A1	269850932	269852065	-	1134	204
NChap2_final_00003041	A1	269852867	269852948	+	82	55
NChap2_final_00003038	A1	270008947	270010404	+	1458	398
NChap2_final_00003035	A1	270318521	270321137	-	2617	842
NChap2_final_00003034	A1	270328423	270329943	+	1521	475
NChap2_final_00003033	A1	270454304	270456044	+	1741	516
NChap2_final_00003032	A1	270456668	270458592	-	1925	547
NChap2_final_00003029	A1	270504964	270524916	+	19953	5446
NChap2_final_00003028	A1	270526149	270529013	+	2865	851
NChap2_final_00003027	A1	270536507	270540869	+	4363	1052
NChap2_final_00003026	A1	270540890	270542381	-	1492	389
NChap2_final_00003025	A1	270558686	270564007	-	5322	1174
NChap2_final_00004605	A1	270670676	270671014	+	339	0
NChap2_final_00003024	A1	270754685	270757249	-	2565	767
NChap2_final_00003023	A1	270892116	270895930	-	3815	412
NChap2_final_00003022	A1	271117535	271118938	-	1404	425
NChap2_final_00019734	A1	271326545	271327529	+	985	310
NChap2_final_00006719	A1	271378947	271386709	-	7763	735
NChap2_final_00003021	A1	271395242	271400244	+	5003	504
NChap2_final_00010436	A1	271406267	271410567	-	4301	66
NChap2_final_00003020	A1	271435323	271435989	+	667	0
NChap2_final_00023053	A1	271545604	271548087	-	2484	306
NChap2_final_00003019	A1	271554182	271568375	+	14194	3317
NChap2_final_00003018	A1	271594330	271595986	-	1657	614
NChap2_final_00003017	A1	271633329	271639982	-	6654	1765
NChap2_final_00003016	A1	271694882	271697497	+	2616	1423
NChap2_final_00003015	A1	271705244	271707808	-	2565	746
NChap2_final_00020874	A1	272053882	272054373	-	492	175
NChap2_final_00003013	A1	272058341	272074365	-	16025	2383
NChap2_final_00015895	A1	272062311	272064386	+	2076	0
NChap2_final_00003012	A1	272235673	272239001	-	3329	925
NChap2_final_00003011	A1	272243463	272244088	+	626	191
NChap2_final_00003010	A1	272250682	272252530	-	1849	545
NChap2_final_00022177	A1	272524180	272524790	-	611	106
NChap2_final_00003009	A1	272560494	272567547	+	7054	2126
NChap2_final_00003008	A1	272608624	272610963	+	2340	553
NChap2_final_00003007	A1	272642403	272646830	-	4428	1154
NChap2_final_00026071	A1	272666217	272667074	+	858	88
NChap2_final_00018152	A1	272673896	272674543	+	648	20
NChap2_final_00019618	A1	272683101	272683590	+	490	0
NChap2_final_00003006	A1	272848534	272851018	-	2485	564
NChap2_final_00005576	A1	272858175	272860612	+	2438	1073
NChap2_final_00003005	A1	272865131	272866652	+	1522	972
NChap2_final_00003004	A1	272872504	272874712	-	2209	486
NChap2_final_00003003	A1	273009739	273011623	-	1885	562
NChap2_final_00003002	A1	273099146	273101660	-	2515	639
NChap2_final_00003001	A1	273119557	273120801	-	1245	538
NChap2_final_00023010	A1	273122931	273124792	+	1862	572
NChap2_final_00023011	A1	273124981	273128945	+	3965	1240
NChap2_final_00003000	A1	273178785	273180853	-	2069	493
NChap2_final_00002999	A1	273309935	273312106	-	2172	609
NChap2_final_00002998	A1	273423257	273426111	+	2855	902
NChap2_final_00002997	A1	273433055	273433380	+	326	114
NChap2_final_00002995	A1	273519023	273520648	+	1626	703
NChap2_final_00002991	A1	273604978	273605980	+	1003	375
NChap2_final_00002994	A1	273613123	273614806	-	1684	436
NChap2_final_00002987	A1	273686901	273687976	+	1076	403
NChap2_final_00019679	A1	273763970	273770603	-	6634	1256
NChap2_final_00021867	A1	273963391	273965826	-	2436	288
NChap2_final_00002985	A1	273971302	273975495	+	4194	1144
NChap2_final_00021859	A1	273994272	273995772	-	1501	278
NChap2_final_00002984	A1	273997078	273998547	-	1470	290
NChap2_final_00002983	A1	273998894	274000939	+	2046	626
NChap2_final_00002982	A1	274003455	274005696	-	2242	674
NChap2_final_00002979	A1	274103638	274108205	+	4568	67
NChap2_final_00004273	A1	274159806	274162269	-	2464	311
NChap2_final_00002978	A1	274214965	274216143	-	1179	283
NChap2_final_00002977	A1	274234016	274235532	+	1517	638
NChap2_final_00002976	A1	274255828	274258539	-	2712	573
NChap2_final_00002975	A1	274262052	274263197	+	1146	116
NChap2_final_00002974	A1	274268682	274268966	-	285	10
NChap2_final_00002973	A1	274268987	274271956	-	2970	134
NChap2_final_00002972	A1	274299281	274301613	+	2333	306
NChap2_final_00002971	A1	274318695	274321161	+	2467	16
NChap2_final_00002970	A1	274343964	274345334	+	1371	388
NChap2_final_00002969	A1	274350892	274353602	-	2711	867
NChap2_final_00008012	A1	274354585	274355482	+	898	516
NChap2_final_00002968	A1	274369558	274372368	+	2811	2
NChap2_final_00002967	A1	274402114	274403824	-	1711	480
NChap2_final_00005482	A1	274406509	274407305	-	797	3
NChap2_final_00002966	A1	274410203	274411986	+	1784	272
NChap2_final_00012641	A1	274420340	274420815	-	476	281
NChap2_final_00002965	A1	274426549	274428399	+	1851	747
NChap2_final_00002964	A1	274430795	274435453	-	4659	805
NChap2_final_00002963	A1	274449199	274452200	-	3002	843
NChap2_final_00024297	A1	274503585	274509211	+	5627	143
NChap2_final_00002962	A1	274539157	274547492	+	8336	2234
NChap2_final_00002961	A1	274625217	274625613	+	397	188
NChap2_final_00002959	A1	274684377	274689331	+	4955	1248
NChap2_final_00002958	A1	275295999	275298913	-	2915	752
NChap2_final_00006068	A1	275347293	275349658	-	2366	745
NChap2_final_00002956	A1	275368281	275374586	-	6306	1721
NChap2_final_00002955	A1	275396522	275409182	-	12661	3236
NChap2_final_00002954	A1	275412282	275412884	+	603	178
NChap2_final_00002951	A1	275477590	275484096	+	6507	1930
NChap2_final_00006672	A1	275489437	275491938	+	2502	53
NChap2_final_00026502	A1	275543540	275546451	+	2912	104
NChap2_final_00014547	A1	275554728	275556919	+	2192	4
NChap2_final_00002950	A1	275577096	275579225	+	2130	551
NChap2_final_00002949	A1	275609320	275614114	+	4795	1394
NChap2_final_00002948	A1	275623979	275630079	+	6101	1781
NChap2_final_00002947	A1	275656530	275663929	+	7400	1781
NChap2_final_00002945	A1	275747597	275749317	-	1721	539
NChap2_final_00002944	A1	275768885	275771708	+	2824	442
NChap2_final_00026560	A1	275812396	275812972	-	577	217
NChap2_final_00001680	A1	275843655	275844330	-	676	29
NChap2_final_00002942	A1	275920760	275921714	+	955	345
NChap2_final_00001490	A1	275953532	275955007	+	1476	27
NChap2_final_00001911	A1	275965172	275965636	+	465	6
NChap2_final_00002941	A1	276103000	276104232	-	1233	388
NChap2_final_00002940	A1	276119618	276120608	-	991	0
NChap2_final_00002939	A1	276195805	276198804	-	3000	906
NChap2_final_00011693	A1	276259662	276265662	+	6001	36
NChap2_final_00015103	A1	276375879	276377120	-	1242	167
NChap2_final_00001502	A1	276403270	276407299	+	4030	16
NChap2_final_00013730	A1	276451332	276454165	-	2834	2
NChap2_final_00011533	A1	276587811	276587946	+	136	127
NChap2_final_00002935	A1	276683740	276684408	+	669	235
NChap2_final_00008947	A1	276800599	276803811	+	3213	160
NChap2_final_00002932	A1	276889188	276890109	-	922	25
NChap2_final_00011965	A1	276910885	276916662	+	5778	3
NChap2_final_00005517	A1	276911386	276916251	-	4866	0
NChap2_final_00002735	A1	276979401	276981290	+	1890	526
NChap2_final_00002734	A1	277310800	277316258	+	5459	527
NChap2_final_00017861	A1	277373821	277376725	+	2905	78
NChap2_final_00002731	A1	277435201	277437226	+	2026	675
NChap2_final_00002730	A1	277437984	277441346	-	3363	986
NChap2_final_00025021	A1	277455863	277458415	-	2553	6
NChap2_final_00002728	A1	277490944	277492038	-	1095	13
NChap2_final_00002726	A1	277793975	277797103	-	3129	889
NChap2_final_00002725	A1	277800917	277802375	-	1459	365
NChap2_final_00002724	A1	277946590	277948784	+	2195	740
NChap2_final_00010265	A1	277968242	277969570	+	1329	79
NChap2_final_00002723	A1	277976045	277991758	+	15714	4175
NChap2_final_00028124	A1	277979901	277980551	-	651	0
NChap2_final_00002722	A1	277992260	277994481	-	2222	708
NChap2_final_00010582	A1	278013750	278016222	+	2473	276
NChap2_final_00002721	A1	278243959	278245897	+	1939	583
NChap2_final_00002720	A1	278246701	278249823	-	3123	663
NChap2_final_00002719	A1	278286804	278292384	-	5581	1611
NChap2_final_00002718	A1	278462569	278463952	+	1384	441
NChap2_final_00002717	A1	278464310	278465264	-	955	308
NChap2_final_00002716	A1	278508667	278533509	+	24843	6501
NChap2_final_00026995	A1	278776579	278776629	-	51	39
NChap2_final_00002714	A1	279049383	279050153	+	771	253
NChap2_final_00002713	A1	279187587	279198742	-	11156	3163
NChap2_final_00025520	A1	279630929	279631522	-	594	190
NChap2_final_00002712	A1	279715980	279717505	+	1526	471
NChap2_final_00002710	A1	280045079	280050248	-	5170	1615
NChap2_final_00002708	A1	280103186	280106838	+	3653	1055
NChap2_final_00002706	A1	280261418	280266931	-	5514	1424
NChap2_final_00002707	A1	280264390	280265179	+	790	0
NChap2_final_00002703	A1	280493741	280497386	+	3646	999
NChap2_final_00002702	A1	280516641	280517814	-	1174	368
NChap2_final_00002701	A1	280535007	280541178	+	6172	1768
NChap2_final_00002700	A1	280640162	280642517	+	2356	687
NChap2_final_00005822	A1	280697382	280701549	+	4168	1091
NChap2_final_00002699	A1	280722244	280725275	+	3032	942
NChap2_final_00002698	A1	281329085	281334495	-	5411	1520
NChap2_final_00002697	A1	281752454	281760486	+	8033	2818
NChap2_final_00002696	A1	281767073	281768022	+	950	300
NChap2_final_00002695	A1	281800655	281801413	-	759	266
NChap2_final_00002693	A1	281954930	281958259	-	3330	1077
NChap2_final_00002692	A1	281995940	281996296	+	357	134
NChap2_final_00002691	A1	281996733	281997089	+	357	172
NChap2_final_00002690	A1	281998616	282015739	-	17124	2794
NChap2_final_00005663	A1	282113762	282114378	-	617	79
NChap2_final_00002689	A1	282131593	282133063	-	1471	453
NChap2_final_00002686	A1	282173191	282174194	-	1004	288
NChap2_final_00022964	A1	282185844	282189507	+	3664	94
NChap2_final_00002684	A1	282296501	282297877	-	1377	349
NChap2_final_00002683	A1	282364256	282365731	-	1476	423
NChap2_final_00002682	A1	282399728	282401200	-	1473	366
NChap2_final_00002680	A1	282568043	282569692	-	1650	518
NChap2_final_00002679	A1	282585864	282586855	+	992	349
NChap2_final_00002678	A1	282593068	282596747	+	3680	1022
NChap2_final_00002677	A1	282616749	282617537	+	789	290
NChap2_final_00002676	A1	282707394	282709004	+	1611	419
NChap2_final_00002675	A1	282892264	282893249	+	986	308
NChap2_final_00002673	A1	282918068	282918476	+	409	178
NChap2_final_00002672	A1	282919484	282921356	-	1873	565
NChap2_final_00002670	A1	282986158	282987339	+	1182	393
NChap2_final_00002669	A1	283027837	283028741	-	905	268
NChap2_final_00002668	A1	283036837	283039835	+	2999	724
NChap2_final_00002667	A1	283080374	283084830	+	4457	930
NChap2_final_00002666	A1	283104401	283108010	+	3610	949
NChap2_final_00018624	A1	283172335	283172970	-	636	153
NChap2_final_00002663	A1	283320618	283321842	-	1225	393
NChap2_final_00002662	A1	283422513	283425397	+	2885	908
NChap2_final_00002661	A1	283479706	283482069	+	2364	1057
NChap2_final_00004822	A1	283515734	283518268	+	2535	0
NChap2_final_00002660	A1	284031240	284032515	+	1276	0
NChap2_final_00002659	A1	284148108	284150252	-	2145	2
NChap2_final_00002658	A1	284312480	284319720	-	7241	2500
NChap2_final_00002653	A1	284348373	284348958	-	586	170
NChap2_final_00026119	A1	284518957	284519661	+	705	200
NChap2_final_00002651	A1	284555363	284556366	-	1004	399
NChap2_final_00002650	A1	284591289	284592576	+	1288	472
NChap2_final_00002648	A1	284907636	284909091	+	1456	419
NChap2_final_00002647	A1	284910015	284911420	+	1406	457
NChap2_final_00002646	A1	284981563	284982382	+	820	220
NChap2_final_00028709	A1	285059405	285060967	-	1563	533
NChap2_final_00002645	A1	285116378	285117569	+	1192	361
